site,label_threshold_pp,validation,family,model,policy,fold,n,BA,accuracy,precision,recall,specificity,TP,TN,FP,FN,AUC,AP
C871,-10,Strict_position_out,Repository,LR_0.01,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.75,0.95
C871,-10,Strict_position_out,Repository,LR_0.01,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Repository,LR_0.1,fixed_0.5,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.75,0.9166666666666666
C871,-10,Strict_position_out,Repository,LR_0.1,fixed_0.5,P5,9,0.41666666666666663,0.4444444444444444,0.6,0.5,0.3333333333333333,3,1,2,3,0.38888888888888895,0.6912698412698413
C871,-10,Strict_position_out,Repository,LR_0.1,fixed_0.5,P6,5,0.3333333333333333,0.4,0.5,0.6666666666666666,0.0,2,0,2,1,0.3333333333333333,0.7
C871,-10,Strict_position_out,Repository,LR_0.1,fixed_0.5,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.75,0.95
C871,-10,Strict_position_out,Repository,LR_0.1,fixed_0.5,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Repository,LR_0.1,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.75,0.9166666666666666
C871,-10,Strict_position_out,Repository,LR_0.1,training_only_threshold,P5,9,0.5,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.3333333333333333,4,1,2,2,0.38888888888888895,0.6912698412698413
C871,-10,Strict_position_out,Repository,LR_0.1,training_only_threshold,P6,5,0.3333333333333333,0.4,0.5,0.6666666666666666,0.0,2,0,2,1,0.3333333333333333,0.7
C871,-10,Strict_position_out,Repository,LR_0.1,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.75,0.95
C871,-10,Strict_position_out,Repository,LR_0.1,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Repository,LR_1,fixed_0.5,P4,6,0.375,0.5,0.6,0.75,0.0,3,0,2,1,0.5,0.8166666666666667
C871,-10,Strict_position_out,Repository,LR_1,fixed_0.5,P5,9,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,2,1,2,4,0.4444444444444445,0.7051587301587301
C871,-10,Strict_position_out,Repository,LR_1,fixed_0.5,P6,5,0.3333333333333333,0.4,0.5,0.6666666666666666,0.0,2,0,2,1,0.16666666666666666,0.5333333333333333
C871,-10,Strict_position_out,Repository,LR_1,fixed_0.5,P7,5,0.375,0.6,0.75,0.75,0.0,3,0,1,1,0.75,0.95
C871,-10,Strict_position_out,Repository,LR_1,fixed_0.5,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Repository,LR_1,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.5,0.8166666666666667
C871,-10,Strict_position_out,Repository,LR_1,training_only_threshold,P5,9,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,2,1,2,4,0.4444444444444445,0.7051587301587301
C871,-10,Strict_position_out,Repository,LR_1,training_only_threshold,P6,5,0.5,0.6,0.6,1.0,0.0,3,0,2,0,0.16666666666666666,0.5333333333333333
C871,-10,Strict_position_out,Repository,LR_1,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.75,0.95
C871,-10,Strict_position_out,Repository,LR_1,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Repository,RF_depth1,fixed_0.5,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,1.0,1.0
C871,-10,Strict_position_out,Repository,RF_depth1,fixed_0.5,P5,9,0.4166666666666667,0.5555555555555556,0.625,0.8333333333333334,0.0,5,0,3,1,0.5833333333333334,0.8069444444444444
C871,-10,Strict_position_out,Repository,RF_depth1,fixed_0.5,P6,5,0.5,0.6,0.6,1.0,0.0,3,0,2,0,0.3333333333333333,0.7
C871,-10,Strict_position_out,Repository,RF_depth1,fixed_0.5,P7,5,1.0,1.0,1.0,1.0,1.0,4,1,0,0,1.0,1.0
C871,-10,Strict_position_out,Repository,RF_depth1,fixed_0.5,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Repository,RF_depth1,training_only_threshold,P4,6,0.75,0.8333333333333334,0.8,1.0,0.5,4,1,1,0,1.0,1.0
C871,-10,Strict_position_out,Repository,RF_depth1,training_only_threshold,P5,9,0.3333333333333333,0.4444444444444444,0.5714285714285714,0.6666666666666666,0.0,4,0,3,2,0.5833333333333334,0.8069444444444444
C871,-10,Strict_position_out,Repository,RF_depth1,training_only_threshold,P6,5,0.5,0.6,0.6,1.0,0.0,3,0,2,0,0.3333333333333333,0.7
C871,-10,Strict_position_out,Repository,RF_depth1,training_only_threshold,P7,5,0.5,0.2,0.0,0.0,1.0,0,1,0,4,1.0,1.0
C871,-10,Strict_position_out,Repository,RF_depth1,training_only_threshold,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Repository,RF_depth2,fixed_0.5,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,1.0,1.0
C871,-10,Strict_position_out,Repository,RF_depth2,fixed_0.5,P5,9,0.4166666666666667,0.5555555555555556,0.625,0.8333333333333334,0.0,5,0,3,1,0.5555555555555556,0.8069444444444444
C871,-10,Strict_position_out,Repository,RF_depth2,fixed_0.5,P6,5,0.5,0.6,0.6,1.0,0.0,3,0,2,0,0.3333333333333333,0.7
C871,-10,Strict_position_out,Repository,RF_depth2,fixed_0.5,P7,5,1.0,1.0,1.0,1.0,1.0,4,1,0,0,1.0,1.0
C871,-10,Strict_position_out,Repository,RF_depth2,fixed_0.5,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Repository,RF_depth2,training_only_threshold,P4,6,0.75,0.8333333333333334,0.8,1.0,0.5,4,1,1,0,1.0,1.0
C871,-10,Strict_position_out,Repository,RF_depth2,training_only_threshold,P5,9,0.3333333333333333,0.4444444444444444,0.5714285714285714,0.6666666666666666,0.0,4,0,3,2,0.5555555555555556,0.8069444444444444
C871,-10,Strict_position_out,Repository,RF_depth2,training_only_threshold,P6,5,0.5,0.6,0.6,1.0,0.0,3,0,2,0,0.3333333333333333,0.7
C871,-10,Strict_position_out,Repository,RF_depth2,training_only_threshold,P7,5,0.5,0.2,0.0,0.0,1.0,0,1,0,4,1.0,1.0
C871,-10,Strict_position_out,Repository,RF_depth2,training_only_threshold,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Repository,SVM_RBF,fixed_0.5,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.125,0.5666666666666667
C871,-10,Strict_position_out,Repository,SVM_RBF,fixed_0.5,P5,9,0.25,0.3333333333333333,0.5,0.5,0.0,3,0,3,3,0.2222222222222222,0.6438492063492063
C871,-10,Strict_position_out,Repository,SVM_RBF,fixed_0.5,P6,5,0.5,0.6,0.6,1.0,0.0,3,0,2,0,0.0,0.4777777777777778
C871,-10,Strict_position_out,Repository,SVM_RBF,fixed_0.5,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.5,0.8875
C871,-10,Strict_position_out,Repository,SVM_RBF,fixed_0.5,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Repository,SVM_RBF,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.125,0.5666666666666667
C871,-10,Strict_position_out,Repository,SVM_RBF,training_only_threshold,P5,9,0.25,0.3333333333333333,0.5,0.5,0.0,3,0,3,3,0.2222222222222222,0.6438492063492063
C871,-10,Strict_position_out,Repository,SVM_RBF,training_only_threshold,P6,5,0.16666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.0,1,0,2,2,0.0,0.4777777777777778
C871,-10,Strict_position_out,Repository,SVM_RBF,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.5,0.8875
C871,-10,Strict_position_out,Repository,SVM_RBF,training_only_threshold,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Repository,nested_model_selection,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.75,0.9166666666666666
C871,-10,Strict_position_out,Repository,nested_model_selection,training_only_threshold,P5,9,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,2,1,2,4,0.4444444444444445,0.7051587301587301
C871,-10,Strict_position_out,Repository,nested_model_selection,training_only_threshold,P6,5,0.3333333333333333,0.4,0.5,0.6666666666666666,0.0,2,0,2,1,0.3333333333333333,0.7
C871,-10,Strict_position_out,Repository,nested_model_selection,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.75,0.95
C871,-10,Strict_position_out,Repository,nested_model_selection,training_only_threshold,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,fixed_0.5,P4,6,0.625,0.5,1.0,0.25,1.0,1,2,0,3,0.625,0.75
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,fixed_0.5,P5,9,0.4166666666666667,0.5555555555555556,0.625,0.8333333333333334,0.0,5,0,3,1,0.5,0.7569444444444444
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,fixed_0.5,P6,5,0.25,0.2,0.0,0.0,0.5,0,1,1,3,0.0,0.6
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,fixed_0.5,P7,5,0.75,0.6,1.0,0.5,1.0,2,1,0,2,0.625,0.8875
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,fixed_0.5,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,training_only_threshold,P4,6,0.625,0.5,1.0,0.25,1.0,1,2,0,3,0.625,0.75
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,training_only_threshold,P5,9,0.5,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.6666666666666666,2,2,1,4,0.5,0.7569444444444444
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,training_only_threshold,P6,5,0.5,0.4,0.0,0.0,1.0,0,2,0,3,0.0,0.6
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,training_only_threshold,P7,5,0.75,0.6,1.0,0.5,1.0,2,1,0,2,0.625,0.8875
C871,-10,Strict_position_out,Sequence,ExtraTrees_depth2,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,GaussianNB,fixed_0.5,P4,6,0.375,0.5,0.6,0.75,0.0,3,0,2,1,0.375,0.6166666666666666
C871,-10,Strict_position_out,Sequence,GaussianNB,fixed_0.5,P5,9,0.8333333333333333,0.8888888888888888,0.8571428571428571,1.0,0.6666666666666666,6,2,1,0,0.8333333333333334,0.8571428571428571
C871,-10,Strict_position_out,Sequence,GaussianNB,fixed_0.5,P6,5,0.41666666666666663,0.4,0.5,0.3333333333333333,0.5,1,1,1,2,0.41666666666666663,0.5666666666666667
C871,-10,Strict_position_out,Sequence,GaussianNB,fixed_0.5,P7,5,0.75,0.6,1.0,0.5,1.0,2,1,0,2,1.0,1.0
C871,-10,Strict_position_out,Sequence,GaussianNB,fixed_0.5,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,GaussianNB,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.375,0.6166666666666666
C871,-10,Strict_position_out,Sequence,GaussianNB,training_only_threshold,P5,9,0.8333333333333333,0.8888888888888888,0.8571428571428571,1.0,0.6666666666666666,6,2,1,0,0.8333333333333334,0.8571428571428571
C871,-10,Strict_position_out,Sequence,GaussianNB,training_only_threshold,P6,5,0.41666666666666663,0.4,0.5,0.3333333333333333,0.5,1,1,1,2,0.41666666666666663,0.5666666666666667
C871,-10,Strict_position_out,Sequence,GaussianNB,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,1.0,1.0
C871,-10,Strict_position_out,Sequence,GaussianNB,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,fixed_0.5,P4,6,0.375,0.5,0.6,0.75,0.0,3,0,2,1,0.5,0.7708333333333333
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,fixed_0.5,P5,9,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,6,0,3,0,0.33333333333333337,0.594047619047619
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,fixed_0.5,P6,5,0.16666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.0,1,0,2,2,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,fixed_0.5,P7,5,0.875,0.8,1.0,0.75,1.0,3,1,0,1,0.75,0.95
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,fixed_0.5,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.5,0.7708333333333333
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,training_only_threshold,P5,9,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,6,0,3,0,0.33333333333333337,0.594047619047619
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,training_only_threshold,P6,5,0.41666666666666663,0.4,0.5,0.3333333333333333,0.5,1,1,1,2,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.75,0.95
C871,-10,Strict_position_out,Sequence,LDA_shrinkage,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,LR_0.01,fixed_0.5,P4,6,0.25,0.3333333333333333,0.5,0.5,0.0,2,0,2,2,0.375,0.7333333333333333
C871,-10,Strict_position_out,Sequence,LR_0.01,fixed_0.5,P5,9,0.5,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.3333333333333333,4,1,2,2,0.38888888888888895,0.6218253968253968
C871,-10,Strict_position_out,Sequence,LR_0.01,fixed_0.5,P6,5,0.16666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.0,1,0,2,2,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,LR_0.01,fixed_0.5,P7,5,0.875,0.8,1.0,0.75,1.0,3,1,0,1,1.0,1.0
C871,-10,Strict_position_out,Sequence,LR_0.01,fixed_0.5,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,LR_0.01,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.375,0.7333333333333333
C871,-10,Strict_position_out,Sequence,LR_0.01,training_only_threshold,P5,9,0.5,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.3333333333333333,4,1,2,2,0.38888888888888895,0.6218253968253968
C871,-10,Strict_position_out,Sequence,LR_0.01,training_only_threshold,P6,5,0.5,0.4,0.0,0.0,1.0,0,2,0,3,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,LR_0.01,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,1.0,1.0
C871,-10,Strict_position_out,Sequence,LR_0.01,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,LR_0.1,fixed_0.5,P4,6,0.375,0.5,0.6,0.75,0.0,3,0,2,1,0.375,0.7333333333333333
C871,-10,Strict_position_out,Sequence,LR_0.1,fixed_0.5,P5,9,0.6666666666666666,0.7777777777777778,0.75,1.0,0.3333333333333333,6,1,2,0,0.38888888888888895,0.6218253968253968
C871,-10,Strict_position_out,Sequence,LR_0.1,fixed_0.5,P6,5,0.16666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.0,1,0,2,2,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,LR_0.1,fixed_0.5,P7,5,0.875,0.8,1.0,0.75,1.0,3,1,0,1,1.0,1.0
C871,-10,Strict_position_out,Sequence,LR_0.1,fixed_0.5,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,LR_0.1,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.375,0.7333333333333333
C871,-10,Strict_position_out,Sequence,LR_0.1,training_only_threshold,P5,9,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,6,0,3,0,0.38888888888888895,0.6218253968253968
C871,-10,Strict_position_out,Sequence,LR_0.1,training_only_threshold,P6,5,0.5,0.4,0.0,0.0,1.0,0,2,0,3,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,LR_0.1,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,1.0,1.0
C871,-10,Strict_position_out,Sequence,LR_0.1,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,LR_1,fixed_0.5,P4,6,0.375,0.5,0.6,0.75,0.0,3,0,2,1,0.625,0.8541666666666666
C871,-10,Strict_position_out,Sequence,LR_1,fixed_0.5,P5,9,0.6666666666666666,0.7777777777777778,0.75,1.0,0.3333333333333333,6,1,2,0,0.33333333333333337,0.594047619047619
C871,-10,Strict_position_out,Sequence,LR_1,fixed_0.5,P6,5,0.16666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.0,1,0,2,2,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,LR_1,fixed_0.5,P7,5,0.875,0.8,1.0,0.75,1.0,3,1,0,1,0.75,0.95
C871,-10,Strict_position_out,Sequence,LR_1,fixed_0.5,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,LR_1,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.625,0.8541666666666666
C871,-10,Strict_position_out,Sequence,LR_1,training_only_threshold,P5,9,0.41666666666666663,0.4444444444444444,0.6,0.5,0.3333333333333333,3,1,2,3,0.33333333333333337,0.594047619047619
C871,-10,Strict_position_out,Sequence,LR_1,training_only_threshold,P6,5,0.16666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.0,1,0,2,2,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,LR_1,training_only_threshold,P7,5,0.875,0.8,1.0,0.75,1.0,3,1,0,1,0.75,0.95
C871,-10,Strict_position_out,Sequence,LR_1,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,RF_depth1,fixed_0.5,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.75,0.8541666666666666
C871,-10,Strict_position_out,Sequence,RF_depth1,fixed_0.5,P5,9,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,6,0,3,0,0.5277777777777778,0.7916666666666666
C871,-10,Strict_position_out,Sequence,RF_depth1,fixed_0.5,P6,5,0.5,0.6,0.6,1.0,0.0,3,0,2,0,0.0,0.5111111111111111
C871,-10,Strict_position_out,Sequence,RF_depth1,fixed_0.5,P7,5,0.375,0.6,0.75,0.75,0.0,3,0,1,1,0.625,0.8875
C871,-10,Strict_position_out,Sequence,RF_depth1,fixed_0.5,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Sequence,RF_depth1,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.75,0.8541666666666666
C871,-10,Strict_position_out,Sequence,RF_depth1,training_only_threshold,P5,9,0.5,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.6666666666666666,2,2,1,4,0.5277777777777778,0.7916666666666666
C871,-10,Strict_position_out,Sequence,RF_depth1,training_only_threshold,P6,5,0.5,0.4,0.0,0.0,1.0,0,2,0,3,0.0,0.5111111111111111
C871,-10,Strict_position_out,Sequence,RF_depth1,training_only_threshold,P7,5,0.75,0.6,1.0,0.5,1.0,2,1,0,2,0.625,0.8875
C871,-10,Strict_position_out,Sequence,RF_depth1,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,RF_depth2,fixed_0.5,P4,6,0.625,0.6666666666666666,0.75,0.75,0.5,3,1,1,1,0.875,0.95
C871,-10,Strict_position_out,Sequence,RF_depth2,fixed_0.5,P5,9,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,6,0,3,0,0.5277777777777778,0.7916666666666666
C871,-10,Strict_position_out,Sequence,RF_depth2,fixed_0.5,P6,5,0.5,0.6,0.6,1.0,0.0,3,0,2,0,0.0,0.5111111111111111
C871,-10,Strict_position_out,Sequence,RF_depth2,fixed_0.5,P7,5,0.375,0.6,0.75,0.75,0.0,3,0,1,1,0.75,0.95
C871,-10,Strict_position_out,Sequence,RF_depth2,fixed_0.5,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Sequence,RF_depth2,training_only_threshold,P4,6,0.75,0.6666666666666666,1.0,0.5,1.0,2,2,0,2,0.875,0.95
C871,-10,Strict_position_out,Sequence,RF_depth2,training_only_threshold,P5,9,0.5,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.6666666666666666,2,2,1,4,0.5277777777777778,0.7916666666666666
C871,-10,Strict_position_out,Sequence,RF_depth2,training_only_threshold,P6,5,0.5,0.4,0.0,0.0,1.0,0,2,0,3,0.0,0.5111111111111111
C871,-10,Strict_position_out,Sequence,RF_depth2,training_only_threshold,P7,5,0.75,0.6,1.0,0.5,1.0,2,1,0,2,0.75,0.95
C871,-10,Strict_position_out,Sequence,RF_depth2,training_only_threshold,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Sequence,SVM_RBF,fixed_0.5,P4,6,0.375,0.5,0.6,0.75,0.0,3,0,2,1,0.625,0.8541666666666666
C871,-10,Strict_position_out,Sequence,SVM_RBF,fixed_0.5,P5,9,0.5,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.3333333333333333,4,1,2,2,0.2777777777777778,0.5930555555555554
C871,-10,Strict_position_out,Sequence,SVM_RBF,fixed_0.5,P6,5,0.3333333333333333,0.4,0.5,0.6666666666666666,0.0,2,0,2,1,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,SVM_RBF,fixed_0.5,P7,5,0.875,0.8,1.0,0.75,1.0,3,1,0,1,0.75,0.95
C871,-10,Strict_position_out,Sequence,SVM_RBF,fixed_0.5,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,SVM_RBF,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.625,0.8541666666666666
C871,-10,Strict_position_out,Sequence,SVM_RBF,training_only_threshold,P5,9,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,6,0,3,0,0.2777777777777778,0.5930555555555554
C871,-10,Strict_position_out,Sequence,SVM_RBF,training_only_threshold,P6,5,0.3333333333333333,0.4,0.5,0.6666666666666666,0.0,2,0,2,1,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,SVM_RBF,training_only_threshold,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.75,0.95
C871,-10,Strict_position_out,Sequence,SVM_RBF,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence,nested_model_selection,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.75,0.8541666666666666
C871,-10,Strict_position_out,Sequence,nested_model_selection,training_only_threshold,P5,9,0.5,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.6666666666666666,2,2,1,4,0.5,0.7569444444444444
C871,-10,Strict_position_out,Sequence,nested_model_selection,training_only_threshold,P6,5,0.3333333333333333,0.4,0.5,0.6666666666666666,0.0,2,0,2,1,0.3333333333333333,0.7
C871,-10,Strict_position_out,Sequence,nested_model_selection,training_only_threshold,P7,5,0.75,0.6,1.0,0.5,1.0,2,1,0,2,0.625,0.8875
C871,-10,Strict_position_out,Sequence,nested_model_selection,training_only_threshold,P8,1,,0.0,0.0,0.0,,0,0,0,1,,1.0
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,fixed_0.5,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.3125,0.6083333333333333
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,fixed_0.5,P5,9,0.4166666666666667,0.5555555555555556,0.625,0.8333333333333334,0.0,5,0,3,1,0.11111111111111112,0.5438492063492063
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,fixed_0.5,P6,5,0.5,0.6,0.6,1.0,0.0,3,0,2,0,0.41666666666666663,0.5888888888888889
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,fixed_0.5,P7,5,0.375,0.6,0.75,0.75,0.0,3,0,1,1,0.75,0.95
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,fixed_0.5,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,training_only_threshold,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.3125,0.6083333333333333
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,training_only_threshold,P5,9,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,6,0,3,0,0.11111111111111112,0.5438492063492063
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,training_only_threshold,P6,5,0.3333333333333333,0.4,0.5,0.6666666666666666,0.0,2,0,2,1,0.41666666666666663,0.5888888888888889
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,training_only_threshold,P7,5,0.5,0.2,0.0,0.0,1.0,0,1,0,4,0.75,0.95
C871,-10,Strict_position_out,Sequence_Local,ExtraTrees_depth2,training_only_threshold,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
C871,-10,Strict_position_out,Sequence_Local,GaussianNB,fixed_0.5,P4,6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,4,0,2,0,0.5,0.6666666666666666
C871,-10,Strict_position_out,Sequence_Local,GaussianNB,fixed_0.5,P5,9,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,6,0,3,0,0.5,0.6666666666666666
C871,-10,Strict_position_out,Sequence_Local,GaussianNB,fixed_0.5,P6,5,0.41666666666666663,0.4,0.5,0.3333333333333333,0.5,1,1,1,2,0.41666666666666663,0.5666666666666667
C871,-10,Strict_position_out,Sequence_Local,GaussianNB,fixed_0.5,P7,5,0.5,0.8,0.8,1.0,0.0,4,0,1,0,0.5,0.8
C871,-10,Strict_position_out,Sequence_Local,GaussianNB,fixed_0.5,P8,1,,1.0,1.0,1.0,,1,0,0,0,,1.0
